id	duration	bitrate	bitrate(video)	height	width	frame rate	frame rate(est.)	codec	category	url
dtMj-hglvaI	1000	1140	1062	854	480	29.97	29.97	vp8	Sports	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?upn=YrLyXvzomxc&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&cp=U0hWTFlLV19NSkNONl9RRUFHOmZEODktbTZxc3Zz&id=76d323fa1825bda2&ip=86.50.94.176&mt=1377888632&mv=m&sver=3&ms=au&fexp=916904%2C925005%2C932217%2C930102%2C921723%2C916626%2C936204%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&key=yt1&itag=44&ratebypass=yes&ipbits=8&expire=1377909680&signature=1EAFDDC4718C8BF2131C30060267A4BDE72AD99E.99F78B1947D2450EF2D429745D4EBFA1DDACB35A
dtMj-hglvaI	1000	845	725	640	360	29.97	29.97	h264	Sports	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&factor=1.25&id=76d323fa1825bda2&algorithm=throttle-factor&ip=86.50.94.176&mt=1377888632&cp=U0hWTFlLV19NSkNONl9RRUFHOmZEODktbTZxc3Zz&mv=m&sver=3&fexp=916904%2C925005%2C932217%2C930102%2C921723%2C916626%2C936204%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&key=yt1&itag=34&ms=au&burst=40&upn=YrLyXvzomxc&ipbits=8&expire=1377909680&signature=41740BBD9E40CFE850DAC5351730BB8248071C6F.47758009DC12CA3849BBB0564D88CE42234AC42B&ratebypass=yes
dtMj-hglvaI	1000	723	621	640	360	29.97	29.97	h264	Sports	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?upn=YrLyXvzomxc&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&cp=U0hWTFlLV19NSkNONl9RRUFHOmZEODktbTZxc3Zz&id=76d323fa1825bda2&ip=86.50.94.176&mt=1377888632&mv=m&sver=3&ms=au&fexp=916904%2C925005%2C932217%2C930102%2C921723%2C916626%2C936204%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&key=yt1&itag=18&ratebypass=yes&ipbits=8&expire=1377909680&signature=960D9FEC529D6EB80112C998E5B2F61D6624C961.BEA766395ADC776408BBE2603582400DA125CCF9
dtMj-hglvaI	1000	821	621	640	360	29.97	29.97	vp8	Sports	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?upn=YrLyXvzomxc&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&cp=U0hWTFlLV19NSkNONl9RRUFHOmZEODktbTZxc3Zz&id=76d323fa1825bda2&ip=86.50.94.176&mt=1377888632&mv=m&sver=3&ms=au&fexp=916904%2C925005%2C932217%2C930102%2C921723%2C916626%2C936204%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&key=yt1&itag=43&ratebypass=yes&ipbits=8&expire=1377909680&signature=29C861654C46AFEDF8A0156358C152AC52D94A3F.5DF4434F0DCDA69C262C080E703CD1C5FD2D19D4
dtMj-hglvaI	1000	323	262	400	224	29.97	29.97	flv1	Sports	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&factor=1.25&id=76d323fa1825bda2&algorithm=throttle-factor&ip=86.50.94.176&mt=1377888632&cp=U0hWTFlLV19NSkNONl9RRUFHOmZEODktbTZxc3Zz&mv=m&sver=3&fexp=916904%2C925005%2C932217%2C930102%2C921723%2C916626%2C936204%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&key=yt1&itag=5&ms=au&burst=40&upn=YrLyXvzomxc&ipbits=8&expire=1377909680&signature=C5CFD0B8616884F91CCA6740F4BF828183EDAB16.7E3CD3617B5EDF4EAA90B8259A04E3D7312D47F5&ratebypass=yes
dtMj-hglvaI	1000	81	56	176	144	12	12	mpeg4	Sports	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&factor=1.25&id=76d323fa1825bda2&algorithm=throttle-factor&ip=86.50.94.176&mt=1377888632&cp=U0hWTFlLV19NSkNONl9RRUFHOmZEODktbTZxc3Zz&mv=m&sver=3&fexp=916904%2C925005%2C932217%2C930102%2C921723%2C916626%2C936204%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&key=yt1&itag=17&ms=au&burst=40&upn=YrLyXvzomxc&ipbits=8&expire=1377909680&signature=A93A72A679571EFAC416596D95A0019631A9FE04.5792F1C029BE4280C479C0F33E34A679A2A73239&ratebypass=yes
6GVW-EHpDb0	59	480	436	480	270	25	0	h264	News & Politics	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?key=yt5&ip=86.50.94.176&algorithm=throttle-factor&mv=m&fexp=909715%2C901811%2C900395%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C912909%2C920302%2C906842%2C913428%2C920605%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900397%2C900375%2C906001&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&id=e86556f841e90dbd&ipbits=8&itag=34&mt=1377888632&upn=5rywqEdtWSw&ms=au&burst=40&expire=1377912171&cp=U0hWTFlMUF9MS0NONl9RRlRCOkliX2t2b0tLaVRO&source=youtube&sver=3&factor=1.25&signature=8DD3C5D9B42F643C7E441B2935C4A22846E3509A.AC46A9CD188EA6F878B9FE6B9F29287C9308E0AB&ratebypass=yes
6GVW-EHpDb0	59	509	414	480	270	25	25	h264	News & Politics	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?key=yt5&ip=86.50.94.176&mv=m&fexp=909715%2C901811%2C900395%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C912909%2C920302%2C906842%2C913428%2C920605%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900397%2C900375%2C906001&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ratebypass=yes&ipbits=8&itag=18&mt=1377888632&upn=5rywqEdtWSw&id=e86556f841e90dbd&expire=1377912171&ms=au&source=youtube&sver=3&cp=U0hWTFlMUF9MS0NONl9RRlRCOkliX2t2b0tLaVRO&signature=ED2C7818BE8B5DDF5441E499F01C1E6B00273181.0A793F7C76A46F740F831F722CBA8FBC75053C47
6GVW-EHpDb0	59	298	258	400	226	25	25	flv1	News & Politics	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?key=yt5&ip=86.50.94.176&algorithm=throttle-factor&mv=m&fexp=909715%2C901811%2C900395%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C912909%2C920302%2C906842%2C913428%2C920605%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900397%2C900375%2C906001&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&id=e86556f841e90dbd&ipbits=8&itag=5&mt=1377888632&upn=5rywqEdtWSw&ms=au&burst=40&expire=1377912171&cp=U0hWTFlMUF9MS0NONl9RRlRCOkliX2t2b0tLaVRO&source=youtube&sver=3&factor=1.25&signature=F556ED235EF1AF8305A01AB463410BC645F12847.0C11F0B1C05B4BC9BDE77C2B088D8C8CA9E77378&ratebypass=yes
6GVW-EHpDb0	59	78	49	176	144	12	12	mpeg4	News & Politics	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?key=yt5&ip=86.50.94.176&algorithm=throttle-factor&mv=m&fexp=909715%2C901811%2C900395%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C912909%2C920302%2C906842%2C913428%2C920605%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900397%2C900375%2C906001&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&id=e86556f841e90dbd&ipbits=8&itag=17&mt=1377888632&upn=5rywqEdtWSw&ms=au&burst=40&expire=1377912171&cp=U0hWTFlMUF9MS0NONl9RRlRCOkliX2t2b0tLaVRO&source=youtube&sver=3&factor=1.25&signature=D9E0A594D6EBC4823A8C9B1B06DDF62E28E0FB8E.5AB72404BAFABC4D4EE19E46C9B3F70B8BC19B32&ratebypass=yes
v1PH-xb4M2U	17	8991	8804	1080	1920	30	30	h264	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ratebypass=yes&ms=au&source=youtube&mv=m&sver=3&itag=38&ip=86.50.94.176&key=yt1&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&signature=B15C8C627EC2F719059A56B3BF6CEDAD1EB9DB73.96979595AC5D9E463D3EE6A69ED6ABE4D69A226E
v1PH-xb4M2U	17	3518	3326	608	1080	30	30	h264	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ratebypass=yes&ms=au&source=youtube&mv=m&sver=3&itag=37&ip=86.50.94.176&key=yt1&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&signature=454C40649DABCF9B95CD58B54A592BE6363C9F1C.B228FB60E06BE6C725EED3B22ECCA99A5D7ADF0D
v1PH-xb4M2U	17	5642	3326	608	1080	30	30	vp8	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ratebypass=yes&ms=au&source=youtube&mv=m&sver=3&itag=46&ip=86.50.94.176&key=yt1&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&signature=D912A93F4D4AAAEB0D5292EAC2977A41C5CCEDCE.40EFDF5A058D943088F95E2AB5A6D707A12B0C82
v1PH-xb4M2U	17	2033	1839	406	720	30	30	h264	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ratebypass=yes&ms=au&source=youtube&mv=m&sver=3&itag=22&ip=86.50.94.176&key=yt1&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&signature=C611F77885BB09DD66B3BADCE8257AB5291704EB.7B3C71AE7EF142913096A4C55CD6A014359C9546
v1PH-xb4M2U	17	3006	1839	406	720	30	30	vp8	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ratebypass=yes&ms=au&source=youtube&mv=m&sver=3&itag=45&ip=86.50.94.176&key=yt1&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&signature=71633B354D01A8C26955CD7F9A7D0229DC260DAC.0123D2D1C4E9EA4E0243E11B18C2F3122693178A
v1PH-xb4M2U	17	933	810	270	480	30	30	h264	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&source=youtube&mv=m&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&itag=35&sver=3&ip=86.50.94.176&key=yt1&factor=1.25&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&ipbits=8&burst=40&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&algorithm=throttle-factor&signature=815BC93D143C8F929000B667FD87FB0E80A85726.383BE29D603C6B7277E5E5E4F5A464E0408A309A&ratebypass=yes
v1PH-xb4M2U	17	1264	810	270	480	30	30	vp8	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ratebypass=yes&ms=au&source=youtube&mv=m&sver=3&itag=44&ip=86.50.94.176&key=yt1&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&signature=958E413A05C80839ACAF8D8ACC3E9E560C3A241D.A8430D5350FAD9FDAD4B2C7FCF4A5F0048A89F9A
v1PH-xb4M2U	17	680	551	202	360	30	30	h264	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&source=youtube&mv=m&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&itag=34&sver=3&ip=86.50.94.176&key=yt1&factor=1.25&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&ipbits=8&burst=40&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&algorithm=throttle-factor&signature=D6669AB4EFE8A7E74ED62DF36EB494A85C3A367D.CEB856DAB4D7CB6427C9EEDBFFA47F58E872E000&ratebypass=yes
v1PH-xb4M2U	17	676	577	202	360	30	30	h264	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ratebypass=yes&ms=au&source=youtube&mv=m&sver=3&itag=18&ip=86.50.94.176&key=yt1&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&signature=30CD97A576E9917C273F908FBC74566AD14192A8.535224E78082A8D7430C11AA018C520C4158D0D8
v1PH-xb4M2U	17	574	577	202	360	30	30	vp8	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ratebypass=yes&ms=au&source=youtube&mv=m&sver=3&itag=43&ip=86.50.94.176&key=yt1&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&signature=3E56FD8453F7BA0C7767FBF6EE0A07B8474B79C3.51C703D056301945401A5310273AAF337F69836E
v1PH-xb4M2U	17	352	284	136	240	30	30	flv1	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&source=youtube&mv=m&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&itag=5&sver=3&ip=86.50.94.176&key=yt1&factor=1.25&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&ipbits=8&burst=40&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&algorithm=throttle-factor&signature=24D0A2B39F7952B77DBFB3412C74F4AA20045C0D.178F5BD8F63CFD294409019B92D49280632E8F3E&ratebypass=yes
v1PH-xb4M2U	17	77	51	176	144	12	12	mpeg4	People & Blogs	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&source=youtube&mv=m&cp=U0hWTFlLV19FT0NONl9RRUFDOmc5R2Z1UzdmdXBa&itag=17&sver=3&ip=86.50.94.176&key=yt1&factor=1.25&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&ipbits=8&burst=40&fexp=939003%2C916904%2C920508%2C909931%2C910207%2C916625%2C924606%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C927704%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&upn=P6pSjJ4AITU&id=bf53c7fb16f83365&mt=1377888632&expire=1377909205&algorithm=throttle-factor&signature=557D92CFE1F13A0646AB5F9139FFD7C85237DEEA.92DB04683E7AE00FB4B6DA7799CB48C87ECE3253&ratebypass=yes
NOMf-ThvDq4	130	1268	1157	640	480	29.97	0	h264	Gaming	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ipbits=8&expire=1377909040&ms=au&sver=3&ip=86.50.94.176&upn=RvoAmT8vwFA&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&fexp=923437%2C916904%2C918117%2C904837%2C914073%2C916626%2C919510%2C919118%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C920605%2C937003%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&algorithm=throttle-factor&burst=40&mv=m&cp=U0hWTFlLV19JSkNONl9RRUFBOnZqc2lOY3Zjb1dJ&id=34e31ff9386f0eae&mt=1377888632&source=youtube&itag=35&key=yt1&factor=1.25&signature=8D8C7DF812CA19B82BDDF0FE675F713754EEE610.AB11573A1F37B65A2ED2C28480E5709D39DEA3C8&ratebypass=yes
NOMf-ThvDq4	130	1623	1157	640	480	29.97	0	vp8	Gaming	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ipbits=8&mv=m&ms=au&sver=3&ip=86.50.94.176&upn=RvoAmT8vwFA&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&fexp=923437%2C916904%2C918117%2C904837%2C914073%2C916626%2C919510%2C919118%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C920605%2C937003%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&itag=44&cp=U0hWTFlLV19JSkNONl9RRUFBOnZqc2lOY3Zjb1dJ&id=34e31ff9386f0eae&mt=1377888632&ratebypass=yes&source=youtube&expire=1377909040&key=yt1&signature=326061F73BA4D96CD9E5F026CD3AB76DB1FD60A8.A3405D230DDCF048F338BA8902DEB2D582107882
